COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTRY,COUNTRY_CODE,STATE_PROVINCE,SUBNATIONAL1_CODE,COUNTY,SUBNATIONAL2_CODE,BCR CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/24/14,5:25:00,obsr97255,S19206804,314,6.437,,9,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L2888853,P,47.6804719,-122.250967,7/25/14,6:30:00,obsr475728,S19214319,90,3.219,,1,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,7/29/14,20:15:00,obsr339747,S19270815,15,,,2,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/10/14,5:30:00,obsr223264,S20293584,240,4.828,,17,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/3/14,4:14:00,obsr97255,S18980229,381,5.633,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,7/19/14,15:30:00,obsr527242,S19155591,80,1.287,,2,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/3/14,5:30:00,obsr223264,S20293536,240,4.828,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/3/14,4:45:00,obsr22459,S18984530,350,,161.8743,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L1745156,H,47.4497041,-121.4685562,8/16/14,9:27:00,obsr203715,S19514561,500,9.656,,1,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/28/14,6:00:00,obsr223264,S20319189,240,3.219,,15,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,8/22/14,16:30:00,obsr165859,S19546528,120,0.402,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3054764,P,47.5346906,-121.8586779,8/24/14,14:30:00,obsr195629,S19572929,61,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L257950,H,47.3284365,-122.2431564,8/28/14,7:00:00,obsr422009,S20256030,240,8.047,,1,1
Black Swift,Cypseloides niger,10,United States,US,Washington,US-WA,King,US-WA-033,9,L3056676,P,47.6613144,-121.5774536,8/24/14,10:30:00,obsr171915,S19586298,330,16.093,,3,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/28/14,5:30:00,obsr22459,S19779693,300,,161.8743,14,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L997884,P,47.7496256,-122.3593926,8/12/14,14:30:00,obsr107483,S19440301,90,2.414,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/28/14,6:30:00,obsr425319,S19607591,300,4.828,,13,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L302242,P,47.658543,-122.1317053,8/27/14,10:01:00,obsr97255,S19588114,,,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,9,L3038998,P,47.5498262,-121.2464476,8/11/14,11:00:00,obsr477191,S19480255,30,,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/13/14,8:00:00,obsr195629,S19468899,230,4.023,,9,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L918487,P,47.651744,-122.1326065,8/27/14,8:57:00,obsr97255,S19587954,66,2.414,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/13/14,8:00:00,obsr196219,S19475296,230,4.023,,9,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/13/14,8:00:00,obsr465142,S19472784,230,4.023,,9,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/28/14,5:11:00,obsr97255,S19597412,371,9.656,,14,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/13/14,8:00:00,obsr425319,S19469404,230,4.023,,9,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/13/14,8:00:00,obsr533236,S19469418,230,4.023,,9,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L3064502,P,47.383744,-122.0254281,8/31/14,9:00:00,obsr374165,S19635110,360,,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/10/14,6:35:00,obsr107483,S19793898,390,8.047,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/10/14,6:35:00,obsr202620,S19794047,390,8.047,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L799190,P,47.6701559,-122.1102905,5/24/15,7:22:00,obsr195629,S23653855,99,1.207,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L799190,P,47.6701559,-122.1102905,5/24/15,7:22:00,obsr196219,S23664648,99,1.207,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321279,H,47.6545148,-122.1077304,5/27/15,15:30:00,obsr414753,S23781525,120,3.219,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L866914,P,47.4796099,-122.2079873,5/16/15,16:03:00,obsr210144,S23479580,,,,1,0
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/27/15,9:28:00,obsr228041,S24071211,196,5.633,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/15/15,20:20:00,obsr50351,S23926904,35,0.402,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/15/15,20:20:00,obsr437150,S23926906,35,0.402,,2,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,9,L3755624,P,47.717019,-121.392657,6/28/15,8:03:00,obsr114791,S24079230,20,0.322,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/15,11:00:00,obsr446361,S24083218,60,0.402,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/28/15,6:15:00,obsr114791,S24078446,47,0.805,,1,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/28/15,7:37:00,obsr120359,S24079553,66,4,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/18/15,10:30:00,obsr309796,S23965790,30,,,3,0
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,9,L271177,P,47.6986938,-121.2032339,6/12/15,,obsr47067,S23941352,,,,3,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3708043,P,47.416111,-121.44069,6/8/15,15:16:00,obsr161775,S23836989,120,1.609,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L283821,H,47.5007162,-122.2146012,6/8/15,19:30:00,obsr287392,S23838038,40,1.609,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3754118,P,47.7124586,-121.3475929,6/19/15,15:58:00,obsr58880,S23975062,15,,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/19/15,15:25:00,obsr291158,S23980110,170,0.402,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/19/15,18:08:00,obsr186819,S23976449,100,0.966,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/18/15,16:20:00,obsr341220,S23966682,125,,,2,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,6/29/15,20:45:00,obsr504941,S24099703,30,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,6/30/15,21:28:00,obsr397397,S24110438,13,,,1,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/16/15,10:00:00,obsr397587,S24123397,420,4.828,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/19/15,16:30:00,obsr364848,S23985179,171,,,15,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/21/15,6:42:00,obsr240895,S23995722,245,3.219,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/21/15,11:30:00,obsr199285,S24002150,180,4.828,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/20/15,12:15:00,obsr307558,S23988152,120,4.828,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/23/15,15:00:00,obsr424048,S28144764,15,,,3,0
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L735303,H,47.523852,-121.7963326,6/2/15,10:22:00,obsr223235,S23751409,139,4.828,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L3692149,P,47.3436769,-122.2047982,6/2/15,9:10:00,obsr424498,S23751389,90,0.193,,6,1
Black Swift,Cypseloides niger,7,United States,US,Washington,US-WA,King,US-WA-033,9,L3743890,P,47.7092,-121.37668,6/22/15,13:00:00,obsr194695,S24017229,492,6.437,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3750035,P,47.710885,-121.340719,6/25/15,9:15:00,obsr413497,S24050392,26,,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,9,L3746189,P,47.7074913,-121.3640678,6/18/15,9:30:00,obsr23008,S24031524,290,3.219,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L3724363,H,47.7087349,-121.376406,6/23/15,13:45:00,obsr499334,S24034698,300,6.437,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L192934,H,47.5891498,-122.1867639,7/11/15,4:44:00,obsr196219,S24326120,277,4.506,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,7/24/15,9:49:00,obsr422009,S24365634,73,3,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr195629,S24358439,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr231129,S24364666,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr13850,S24371255,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr396081,S24383312,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr196219,S24365033,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/15,7:46:00,obsr425319,S24359886,250,3.219,,18,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3786078,P,47.711379,-121.341007,7/12/15,9:29:00,obsr175438,S24236792,16,0.161,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,7/2/15,19:45:00,obsr292096,S24130132,80,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L3786078,P,47.711379,-121.341007,7/12/15,9:29:00,obsr101835,S24251528,16,0.161,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L192934,H,47.5891498,-122.1867639,7/11/15,4:44:00,obsr195629,S24262226,277,4.506,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L192934,H,47.5891498,-122.1867639,7/11/15,4:44:00,obsr211837,S24288722,277,4.506,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/11/15,18:37:00,obsr465142,S24281356,45,0.644,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L2259153,P,47.5602238,-121.7363691,7/7/15,8:53:00,obsr97255,S24182678,120,1.609,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,8/15/15,9:30:00,obsr165859,S24631677,135,1.609,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,8/25/15,8:50:00,obsr527242,S26661604,185,1.609,,2,0
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,8/4/15,11:25:00,obsr314455,S24495046,40,,,1,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,9,L271177,P,47.6986938,-121.2032339,8/19/15,,obsr47067,S24783240,,,,2,0
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,9,L3056676,P,47.6613144,-121.5774536,8/29/15,10:30:00,obsr171915,S24946758,570,8.047,,1,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1839965,H,47.1288646,-121.3965225,8/6/15,5:30:00,obsr477191,S24524661,480,3.219,,1,1
Black Swift,Cypseloides niger,31,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,8/30/15,8:03:00,obsr275921,S24838924,195,4.828,,6,1
Black Swift,Cypseloides niger,31,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,8/30/15,8:03:00,obsr211837,S24838170,195,4.828,,6,1
Black Swift,Cypseloides niger,31,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,8/30/15,8:03:00,obsr635310,S24838902,195,4.828,,6,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L283821,H,47.5007162,-122.2146012,8/10/15,8:02:00,obsr538005,S24568395,82,3.219,,1,1
Black Swift,Cypseloides niger,31,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,8/30/15,8:03:00,obsr3389,S24860608,195,4.828,,6,1
Black Swift,Cypseloides niger,31,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,8/30/15,8:03:00,obsr285965,S24840601,195,4.828,,6,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,8/1/15,13:30:00,obsr536396,S24459809,30,0.322,,1,1
Black Swift,Cypseloides niger,25,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/6/15,14:30:00,obsr202620,S24920262,180,1.609,,3,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/6/15,16:28:00,obsr124466,S24919977,66,0.805,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/6/15,12:15:00,obsr107483,S24922418,240,8.047,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,9/6/15,14:50:00,obsr18326,S24918914,88,,,3,1
Black Swift,Cypseloides niger,18,United States,US,Washington,US-WA,King,US-WA-033,5,L3892529,P,47.5354572,-122.0441151,9/7/15,12:30:00,obsr563530,S24938700,75,4.828,0.4047,1,1
Black Swift,Cypseloides niger,10,United States,US,Washington,US-WA,King,US-WA-033,5,L3674353,P,47.5359699,-122.0440239,9/6/15,13:10:00,obsr61419,S24926990,,,,1,0
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L2626921,P,47.5063597,-121.7896271,9/19/15,9:00:00,obsr477191,S25092289,120,0.805,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,9/7/15,9:00:00,obsr140668,S24973493,120,1.609,,20,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,9/1/15,10:43:00,obsr18326,S24851698,66,2.414,,1,1
Black Swift,Cypseloides niger,15,United States,US,Washington,US-WA,King,US-WA-033,5,L283821,H,47.5007162,-122.2146012,9/4/15,9:30:00,obsr114791,S24886187,46,0.161,,1,1
Black Swift,Cypseloides niger,10,United States,US,Washington,US-WA,King,US-WA-033,5,L3674353,P,47.5359699,-122.0440239,9/6/15,13:10:00,obsr760623,S29658602,,,,1,0
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,9/4/15,10:30:00,obsr308207,S24889690,105,3.219,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,9/4/15,5:21:00,obsr124466,S24891873,371,8.047,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L4620430,P,47.6950188,-122.0972013,5/19/16,17:15:00,obsr527242,S29785966,,,,1,0
Black Swift,Cypseloides niger,30,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,5:38:00,obsr97255,S29777003,339,8.851,,12,1
Black Swift,Cypseloides niger,25,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,5:45:00,obsr504941,S29777337,4,3.219,,12,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,5/29/16,6:50:00,obsr107483,S29974537,315,15.126,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,5/30/16,6:25:00,obsr475728,S29989870,150,3.219,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/30/16,10:11:00,obsr726702,S29999827,69,1.609,,2,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L3892529,P,47.5354572,-122.0441151,5/30/16,11:10:00,obsr563530,S30000521,70,3.219,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/25/16,7:55:00,obsr124466,S29901963,91,1.609,,1,1
Black Swift,Cypseloides niger,7,United States,US,Washington,US-WA,King,US-WA-033,5,L352323,H,47.599951,-122.134904,5/28/16,,obsr13850,S30016667,,,,1,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,5/21/16,14:30:00,obsr169860,S29827768,105,2.414,,2,1
Black Swift,Cypseloides niger,7,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/28/16,8:39:00,obsr97255,S29953523,141,2.575,,2,1
Black Swift,Cypseloides niger,75,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,4:00:00,obsr50136,S29799338,450,,161.8743,12,1
Black Swift,Cypseloides niger,75,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,4:00:00,obsr146271,S29802748,450,,161.8743,12,1
Black Swift,Cypseloides niger,75,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,4:00:00,obsr22459,S29799205,450,,161.8743,12,1
Black Swift,Cypseloides niger,75,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/19/16,4:00:00,obsr554038,S29805038,450,,161.8743,12,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L4583557,P,47.7292207,-122.1133565,5/10/16,8:22:00,obsr195629,S29548355,40,0.612,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L4583557,P,47.7292207,-122.1133565,5/10/16,8:22:00,obsr174696,S29559874,40,0.612,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L735303,H,47.523852,-121.7963326,6/13/16,8:05:00,obsr97255,S30212529,159,4.023,,2,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,6/22/16,19:30:00,obsr424048,S30352227,80,1.931,,1,1
Black Swift,Cypseloides niger,35,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/24/16,6:30:00,obsr423997,S30486202,300,2.414,,11,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/16,5:30:00,obsr50136,S30221056,345,,161.8743,10,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/16,5:30:00,obsr425319,S30226461,345,,161.8743,10,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/16,5:30:00,obsr195629,S30221753,345,,161.8743,10,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/16,5:30:00,obsr22459,S30221048,345,,161.8743,10,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L1069591,H,47.2837998,-122.1314049,6/22/16,6:33:00,obsr291283,S30348698,62,0.805,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L953225,P,47.4253436,-121.4216495,6/22/16,9:46:00,obsr97255,S30347462,189,2.414,,2,1
Black Swift,Cypseloides niger,40,United States,US,Washington,US-WA,King,US-WA-033,5,L4243453,P,47.7617001,-122.2682297,6/15/16,10:00:00,obsr703292,S30241359,,,,3,0
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/14/16,5:40:00,obsr187607,S30232786,350,11.265,,1,1
