COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTRY,COUNTRY_CODE,STATE_PROVINCE,SUBNATIONAL1_CODE,COUNTY,SUBNATIONAL2_CODE,BCR CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/23/11,5:30:00,obsr146271,S8462317,240,,60.7028,12,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/21/11,8:10:00,obsr102894,S8454634,150,3.541,,1,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/19/11,9:00:00,obsr34175,S8465859,120,1.609,,1,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/23/11,5:30:00,obsr223264,S8954594,240,4.828,,10,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L1211436,P,47.185046,-121.9770813,6/23/11,13:00:00,obsr41063,S8468550,360,,,1,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/11,9:05:00,obsr223754,S8458191,85,2.414,,1,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,6/26/11,18:00:00,obsr309747,S13206804,140,,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L1063188,P,47.6713697,-122.1259546,6/16/11,8:45:00,obsr171915,S8486657,45,0.322,,1,1
Black Swift,Cypseloides niger,12,United States,US,Washington,US-WA,King,US-WA-033,5,L713738,P,47.3202069,-122.3327637,6/1/11,19:00:00,obsr184835,S8348799,15,,0.4047,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/11,6:30:00,obsr205538,S8394489,240,3.219,,14,0
Black Swift,Cypseloides niger,25,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/16/11,4:30:00,obsr22459,S17207588,360,,161.8743,10,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/2/11,4:30:00,obsr22459,S17205625,360,,161.8743,8,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/9/11,6:30:00,obsr171915,S8405610,270,,129.4994,18,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/2/11,4:30:00,obsr50136,S17365775,360,,161.8743,8,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,6/26/11,18:00:00,obsr293820,S18049193,140,,,2,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/11,8:00:00,obsr196219,S8588981,240,4.023,,9,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L851387,H,47.6423765,-122.310791,7/14/11,7:00:00,obsr291158,S10693914,120,0.805,,1,0
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/21/11,5:00:00,obsr22459,S17207575,330,,161.8743,10,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/14/11,5:30:00,obsr146271,S8549704,300,,64.7497,8,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/14/11,5:40:00,obsr97255,S8548776,120,2.414,,11,1
Black Swift,Cypseloides niger,7,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/14/11,5:30:00,obsr102425,S8550285,300,3.219,,12,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L661307,P,47.6731902,-122.3076153,7/10/11,19:00:00,obsr175075,S8542679,,,,2,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/14/11,4:15:00,obsr124466,S8549215,330,4.828,,11,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/14/11,4:45:00,obsr22459,S17207576,350,,161.8743,10,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,7/22/11,8:00:00,obsr195629,S8578412,240,4.023,,9,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/21/11,5:30:00,obsr146271,S8577213,210,,40.4686,8,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L784239,P,47.6772249,-122.2559077,8/13/11,15:30:00,obsr169860,S8670012,60,0.483,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L713738,P,47.3202069,-122.3327637,8/27/11,12:30:00,obsr184835,S8728440,35,,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L351849,H,47.651685,-122.3151811,5/22/12,16:55:00,obsr184869,S10825353,5,,,3,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L351849,H,47.651685,-122.3151811,5/22/12,16:55:00,obsr58678,S10825255,5,,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/31/12,5:20:00,obsr22459,S17207837,300,,161.8743,8,1
Black Swift,Cypseloides niger,15,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/24/12,4:30:00,obsr22459,S17207841,400,,161.8743,6,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L351849,H,47.651685,-122.3151811,5/22/12,16:55:00,obsr50351,S10825352,5,,,3,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L351849,H,47.651685,-122.3151811,5/22/12,,obsr50351,S10821096,,,,,0
Black Swift,Cypseloides niger,9,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/24/12,7:15:00,obsr205538,S10854129,180,1.609,,8,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1560641,P,47.6096364,-122.3431339,5/28/12,13:00:00,obsr287398,S10867235,180,2.414,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/31/12,5:25:00,obsr97255,S10883782,160,3.219,,10,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L1577863,P,47.6583063,-122.1143456,6/9/12,9:00:00,obsr195971,S10944454,150,1.609,,1,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/14/12,5:00:00,obsr22459,S17207833,315,,161.8743,12,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/12,4:10:00,obsr22459,S17207830,410,,161.8743,12,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L416332,H,47.4190282,-122.2763085,6/9/12,,obsr725950,S30796851,,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/19/12,,obsr725950,S30794966,,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L937215,P,47.6635376,-122.2805786,6/10/12,7:00:00,obsr175075,S10951312,120,1.609,,10,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/10/12,7:00:00,obsr322692,S10951157,210,3.219,,9,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L377966,T,47.45372,-122.32224,6/9/12,8:00:00,obsr291424,S10949326,,,,1,1
Black Swift,Cypseloides niger,15,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/7/12,5:30:00,obsr22459,S17207835,240,,161.8743,6,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L1653036,H,47.3142829,-122.1746412,6/4/12,,obsr725950,S30796930,,,,1,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/14/12,8:45:00,obsr97255,S10975263,50,1.609,,2,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L1582505,P,47.42088,-122.1232,6/9/12,11:00:00,obsr203715,S10964624,,,,1,0
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/14/12,5:30:00,obsr296388,S10975225,210,4.023,,10,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/14/12,5:30:00,obsr146271,S10975998,270,4.828,,8,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,6/17/12,19:00:00,obsr18326,S10997257,90,1.931,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/16/12,8:15:00,obsr169860,S10986534,120,1.609,,2,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L232479,H,47.6981686,-122.2101878,6/17/12,19:00:00,obsr639651,S24318609,90,1.931,,2,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,,L128530,H,47.663868,-122.4215317,6/23/12,11:00:00,obsr202620,S11028638,150,4.828,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1593589,P,47.665095,-122.2826162,6/14/12,6:50:00,obsr107483,S11010077,,,,1,0
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/19/12,11:00:00,obsr107483,S11010066,105,1.609,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/24/12,5:50:00,obsr171915,S11034626,205,,64.7497,1,1
Black Swift,Cypseloides niger,9,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/3/12,9:00:00,obsr202543,S10916965,200,3.219,,3,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L514231,H,47.6829127,-121.9239418,6/4/12,13:30:00,obsr210144,S10917201,180,9.656,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L302242,P,47.658543,-122.1317053,6/1/12,12:20:00,obsr97255,S10902271,,,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L257959,H,47.4066334,-122.2595633,6/24/12,8:00:00,obsr201220,S11034226,200,3.219,,1,0
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/26/12,8:00:00,obsr195629,S11049149,270,4.023,,19,1
Black Swift,Cypseloides niger,9,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/3/12,8:45:00,obsr195629,S10921230,135,3.219,,1,1
Black Swift,Cypseloides niger,10,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/7/12,6:00:00,obsr296388,S10930788,225,3.219,,8,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1573931,P,47.7179375,-122.1653479,6/6/12,10:00:00,obsr195971,S10928727,45,0.322,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/26/12,8:00:00,obsr196219,S11062166,270,4.023,,19,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/12,5:30:00,obsr146271,S11062006,300,4.828,,8,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/12,5:30:00,obsr296388,S11062482,330,5.633,,10,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,9,L1640474,P,47.7154368,-121.1444811,7/29/12,14:00:00,obsr97255,S11233980,60,3.219,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/30/12,19:00:00,obsr113270,S11242207,30,1.609,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L1649456,P,47.6808114,-122.2510523,7/27/12,9:00:00,obsr331783,S11293877,180,4.023,,3,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L1653002,P,47.5665137,-122.0850298,7/4/12,15:00:00,obsr332285,S11322104,20,,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L1649456,P,47.6808114,-122.2510523,7/27/12,9:00:00,obsr167846,S27469355,180,4.023,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,8/24/12,8:30:00,obsr169860,S11440737,90,0.805,,1,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L1049769,H,47.5416862,-121.8378156,8/23/12,19:00:00,obsr324596,S11430174,10,0.161,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/20/12,8:00:00,obsr195629,S11452405,240,4.828,,11,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,8/20/12,8:00:00,obsr196219,S19505785,240,4.828,,11,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L1442892,P,47.6205833,-122.0564307,8/20/12,10:57:00,obsr303117,S11412035,57,0.161,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,8/24/12,7:45:00,obsr106498,S11432006,120,1.609,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L713738,P,47.3202069,-122.3327637,9/9/12,19:00:00,obsr184835,S11554168,30,,0.4047,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/30/13,5:30:00,obsr218595,S14288977,240,4.828,,16,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/30/13,5:24:00,obsr97255,S14289240,331,5.633,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/20/13,15:45:00,obsr294648,S14196110,120,3.219,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/30/13,5:00:00,obsr22459,S17325498,400,,161.8743,15,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/23/13,5:00:00,obsr22459,S17325555,350,,161.8743,6,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,5/23/13,12:30:00,obsr367576,S14221168,45,0.483,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/23/13,5:25:00,obsr97255,S14217331,338,5.633,,8,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/14/13,4:02:00,obsr124466,S14418272,387,4.828,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L2615528,H,47.6493227,-122.1892011,6/14/13,9:31:00,obsr97255,S14418537,130,2.671,,2,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/13,8:00:00,obsr202750,S14399195,240,2.414,,23,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/13,8:00:00,obsr196219,S14417770,240,4.023,,22,1
Black Swift,Cypseloides niger,X,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/13,6:30:00,obsr223264,S14797391,120,3.219,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/7/13,,obsr131113,S16095838,,,,,0
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/27/13,5:00:00,obsr22459,S17325556,330,,161.8743,11,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/2/13,10:45:00,obsr292809,S14319780,105,0.805,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/2/13,10:45:00,obsr205538,S14319766,105,0.805,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L2243672,P,47.48203,-121.89423,6/22/13,16:15:00,obsr232684,S14480812,25,0.805,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/8/13,12:15:00,obsr292096,S14372090,75,1.609,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/9/13,8:00:00,obsr349493,S14379373,180,0.805,,4,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/27/13,5:25:00,obsr97255,S14515896,310,5.633,,11,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/26/13,5:30:00,obsr146271,S14516069,300,4.828,,10,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,6/10/13,8:30:00,obsr287974,S14389170,135,2.414,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L352323,H,47.599951,-122.134904,6/24/13,,obsr13850,S14543737,,,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/28/13,13:00:00,obsr349493,S14525498,208,1.609,,2,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/13,7:30:00,obsr97255,S14397842,255,2.414,,16,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/13,8:00:00,obsr195629,S14398912,240,4.023,,22,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,6/11/13,8:00:00,obsr287974,S14400500,240,4.023,,22,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L352323,H,47.599951,-122.134904,6/22/13,,obsr13850,S14543736,,,,1,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L514231,H,47.6829127,-121.9239418,7/12/13,17:30:00,obsr349493,S14631122,63,1.609,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/22/13,6:20:00,obsr97255,S14981202,299,5.311,,11,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/22/13,5:15:00,obsr22459,S17325512,350,,161.8743,10,1
Black Swift,Cypseloides niger,6,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/8/13,5:00:00,obsr22459,S17325562,360,,161.8743,9,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,8/8/13,5:50:00,obsr97255,S14883215,327,5.633,,10,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L732157,P,47.658745,-122.4182162,9/7/13,6:51:00,obsr169860,S15119349,120,,17.8062,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/20/14,14:00:00,obsr292096,S18502541,75,2.414,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/26/14,14:00:00,obsr465142,S18630167,180,6.437,,2,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/17/14,4:49:00,obsr355769,S18432025,312,4.023,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/17/14,4:49:00,obsr431826,S18433273,312,4.023,,3,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,5/17/14,4:49:00,obsr124466,S18431637,312,4.023,,3,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L321969,H,47.5597558,-122.0549817,5/25/14,8:40:00,obsr291158,S18553283,155,2.414,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,5/29/14,5:26:00,obsr97255,S18610617,309,6.437,,18,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/19/14,6:30:00,obsr205538,S18841943,180,4.828,,9,1
Black Swift,Cypseloides niger,11,United States,US,Washington,US-WA,King,US-WA-033,5,L2937197,P,47.6569618,-122.1146572,6/19/14,5:30:00,obsr525884,S18880797,180,3.219,,12,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/19/14,4:30:00,obsr22459,S18880440,400,,161.8743,8,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/19/14,5:35:00,obsr195629,S18896328,300,8.047,,8,1
Black Swift,Cypseloides niger,2,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/25/14,19:00:00,obsr465142,S19395500,15,0.161,,2,1
Black Swift,Cypseloides niger,5,United States,US,Washington,US-WA,King,US-WA-033,5,L514231,H,47.6829127,-121.9239418,6/28/14,11:30:00,obsr140028,S18938134,120,3.219,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L2942452,P,47.282537,-122.163529,6/28/14,6:49:00,obsr291283,S18933623,130,4.506,,1,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/26/14,5:30:00,obsr97255,S18916093,319,5.633,,12,1
Black Swift,Cypseloides niger,10,United States,US,Washington,US-WA,King,US-WA-033,5,L321279,H,47.6545148,-122.1077304,6/14/14,9:30:00,obsr339747,S18799600,90,2.414,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/29/14,7:45:00,obsr203715,S18943191,110,2.414,,1,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L2948413,P,47.280744,-122.15191,6/28/14,7:47:00,obsr526905,S18939548,120,4.506,,5,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/29/14,7:30:00,obsr221054,S18945312,180,1.207,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L2626921,P,47.5063597,-121.7896271,6/14/14,9:00:00,obsr477191,S18785747,60,0.805,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/26/14,5:30:00,obsr102425,S18949778,210,2.414,,12,1
Black Swift,Cypseloides niger,8,United States,US,Washington,US-WA,King,US-WA-033,5,L269461,H,47.6815336,-122.2505453,6/29/14,7:30:00,obsr208083,S18945260,180,1.207,,2,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,9,L2349425,P,47.392747,-121.474774,6/28/14,10:30:00,obsr321312,S18977455,,,,1,1
Black Swift,Cypseloides niger,15,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/16/14,11:05:00,obsr321305,S18813526,125,2.414,,6,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/19/14,18:15:00,obsr427103,S18841813,90,1.609,,4,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,6/26/14,4:00:00,obsr22459,S18984531,400,,161.8743,12,1
Black Swift,Cypseloides niger,3,United States,US,Washington,US-WA,King,US-WA-033,5,L2960531,P,47.2832758,-122.1547508,6/29/14,7:00:00,obsr457249,S18996404,90,,,5,1
Black Swift,Cypseloides niger,20,United States,US,Washington,US-WA,King,US-WA-033,5,L1484444,H,47.7565344,-122.2212031,7/20/14,,obsr308207,S19181498,,,,,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/10/14,4:15:00,obsr22459,S19200090,400,,161.8743,16,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/10/14,5:24:00,obsr97255,S19062305,307,6.437,,15,1
Black Swift,Cypseloides niger,1,United States,US,Washington,US-WA,King,US-WA-033,5,L162766,H,47.65424,-122.29137,7/24/14,10:40:00,obsr475728,S19207321,80,1.207,,1,1
Black Swift,Cypseloides niger,4,United States,US,Washington,US-WA,King,US-WA-033,5,L351484,H,47.662576,-122.12052,7/23/14,4:30:00,obsr22459,S19210880,360,,161.8743,8,1
