COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,OBSERVATION COUNT,COUNTRY,COUNTRY_CODE,STATE_PROVINCE,SUBNATIONAL1_CODE,COUNTY,SUBNATIONAL2_CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/3/16,8:00:00,obsr50351,S26857617,147,0.644,3,1,G1548217
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L3245187,P,47.360801,-122.323343,1/3/16,10:37:00,obsr50351,S26857619,40,0.402,3,1,G1548218
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L2491016,P,47.402519,-122.330786,1/3/16,11:22:00,obsr50351,S26857622,,,3,0,G1548219
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,1/3/16,11:31:00,obsr50351,S26857637,60,0.483,3,1,G1548220
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,1/31/16,9:04:00,obsr554943,S27228672,130,4.828,11,1,
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L4207154,P,47.527281,-122.396292,1/31/16,8:45:00,obsr676997,S27229351,90,1.609,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L1284996,H,47.5402193,-122.3970294,1/3/16,13:30:00,obsr277375,S26657211,80,3.219,2,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/13/16,14:02:00,obsr18326,S26880782,,,1,0,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L1284994,H,47.563362,-122.4064708,1/31/16,11:45:00,obsr662371,S27231248,20,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L2578154,P,47.594588,-122.3904419,1/31/16,13:00:00,obsr346199,S27242910,60,3.219,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,1/27/16,14:00:00,obsr424048,S27230879,60,,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/27/16,15:15:00,obsr424048,S27230982,20,,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,1/31/16,8:45:00,obsr334331,S27228623,135,4.023,9,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/2/16,9:15:00,obsr499514,S26675072,30,0.402,2,1,G1534211
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/2/16,9:15:00,obsr553380,S26676316,30,0.402,2,1,G1534211
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,1/14/16,6:55:00,obsr187607,S26897343,170,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,16,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/18/16,8:09:00,obsr547246,S27069847,45,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/23/16,13:48:00,obsr504941,S27080588,45,0.402,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/8/16,8:07:00,obsr753258,S29362206,90,3.219,2,1,G1730407
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,1/3/16,11:31:00,obsr437150,S26698660,60,0.483,3,1,G1548220
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/3/16,8:00:00,obsr437150,S26698644,147,0.644,3,1,G1548217
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L2491016,P,47.402519,-122.330786,1/3/16,11:22:00,obsr437150,S26698656,,,3,0,G1548219
Harlequin Duck,Histrionicus histrionicus,,8,United States,US,Washington,US-WA,King,US-WA-033,L3245187,P,47.360801,-122.323343,1/3/16,10:37:00,obsr437150,S26698645,40,0.402,3,1,G1548218
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L3245188,P,47.39593,-122.325991,1/3/16,13:50:00,obsr437150,S26698679,78,0.966,3,1,G1548222
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/24/16,8:53:00,obsr285661,S27100149,160,4.023,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/15/16,11:20:00,obsr605395,S26911978,45,1,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,1/24/16,10:15:00,obsr532368,S27103434,40,0.322,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L791486,H,47.5232362,-122.3943123,1/16/16,10:41:00,obsr504941,S26928732,31,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1037302,H,47.5197512,-122.4285507,1/25/16,8:20:00,obsr231509,S27124689,20,4.828,2,1,G1570277
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L1037302,H,47.5197512,-122.4285507,1/25/16,8:20:00,obsr287974,S27124682,20,4.828,2,1,G1570277
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,1/24/16,12:50:00,obsr229640,S27883851,120,3.219,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L819811,P,47.5669131,-122.4108696,2/21/16,8:09:00,obsr97255,S27735998,116,4.828,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,2/17/16,10:00:00,obsr672325,S29092558,180,3.219,15,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,2/14/16,14:45:00,obsr114791,S27559736,90,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,2/23/16,8:00:00,obsr285661,S27782409,150,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L1916145,P,47.5271,-122.39618,2/7/16,7:45:00,obsr203715,S27369364,300,11.265,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/7/16,11:25:00,obsr33419,S27358464,13,,3,1,G1593849
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4275219,P,47.418284,-122.439905,2/15/16,11:09:00,obsr504941,S27600967,264,16.093,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4052359,P,47.631286,-122.395435,2/6/16,12:10:00,obsr124466,S27377590,40,,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,2/15/16,16:05:00,obsr301561,S27629211,30,,2,1,G1606044
Harlequin Duck,Histrionicus histrionicus,,7,United States,US,Washington,US-WA,King,US-WA-033,L4308034,P,47.566363,-122.4087024,2/23/16,9:40:00,obsr50136,S27803765,50,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,2/7/16,11:25:00,obsr539401,S27387622,13,,3,1,G1593849
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,2/15/16,16:05:00,obsr393826,S27628944,30,,2,1,G1606044
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L4380402,P,47.6938189,-122.3385572,2/16/16,14:00:00,obsr685407,S28150331,20,9.656,1,0,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,2/9/16,14:20:00,obsr532368,S27402756,30,0.322,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,2/17/16,8:35:00,obsr187607,S27659202,190,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,2/17/16,10:00:00,obsr217290,S27652355,105,2.414,2,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L186859,H,47.40234,-122.33128,2/10/16,15:00:00,obsr446361,S27420550,90,,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L4316665,P,47.4658333,-122.4336111,2/27/16,15:00:00,obsr723801,S27853234,60,0.402,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L4315327,P,47.372826,-122.324459,2/27/16,10:20:00,obsr259098,S27845781,34,1.609,1,0,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1875789,H,47.6291071,-122.3914284,2/19/16,14:35:00,obsr169860,S27696539,60,0.402,2,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,2/27/16,10:10:00,obsr279208,S27879878,45,,9,1,G1624085
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,2/27/16,10:10:00,obsr229640,S27879287,45,,9,1,G1624085
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,2/4/16,9:00:00,obsr187607,S27304481,135,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,2/27/16,10:10:00,obsr196219,S27897679,45,,9,1,G1624085
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1284996,H,47.5402193,-122.3970294,2/19/16,,obsr725950,S28539686,,,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,3/1/16,12:40:00,obsr393826,S27912497,5,,2,0,G1632856
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L1284996,H,47.5402193,-122.3970294,3/25/16,,obsr725950,S28539571,,,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,3/25/16,9:00:00,obsr725950,S28539979,180,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4052359,P,47.631286,-122.395435,3/4/16,12:55:00,obsr124466,S28088003,67,,3,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,3/16/16,12:00:00,obsr378275,S28413412,30,,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,3/26/16,7:00:00,obsr475728,S28556276,70,2.253,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L318691,H,47.5302762,-122.3955921,3/3/16,9:29:00,obsr442684,S27944675,70,2.414,4,1,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,3/18/16,17:00:00,obsr678300,S28438322,20,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,3/27/16,11:10:00,obsr348573,S28582747,60,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,3/4/16,9:53:00,obsr97255,S27961108,17,,2,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,3/19/16,14:15:00,obsr674668,S28445073,30,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/20/16,9:15:00,obsr703292,S28449292,135,2.414,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,3/20/16,14:59:00,obsr124466,S28456194,21,0.483,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L593689,H,47.5102442,-122.4645996,3/1/16,12:40:00,obsr301561,S27994039,5,,2,0,G1632856
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L791486,H,47.5232362,-122.3943123,3/22/16,10:54:00,obsr221678,S28485939,13,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/28/16,7:30:00,obsr202750,S28606557,190,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L3280136,P,47.7097327,-122.3777175,3/6/16,8:30:00,obsr475728,S28005915,165,4.023,8,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1284994,H,47.563362,-122.4064708,3/5/16,11:15:00,obsr218595,S27993817,15,,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/29/16,11:38:00,obsr333448,S28625446,100,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4034048,P,47.52353,-122.391118,3/29/16,18:52:00,obsr319794,S28633209,35,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/27/16,7:55:00,obsr272851,S28582567,55,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,3/23/16,8:50:00,obsr187607,S28502617,110,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/23/16,7:30:00,obsr202750,S28504790,150,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/30/16,10:17:00,obsr422009,S28648279,120,1.931,1,1,
Harlequin Duck,Histrionicus histrionicus,,9,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,3/8/16,13:55:00,obsr532368,S28057676,30,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,3/31/16,15:10:00,obsr95541,S28665269,34,,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L2608551,H,47.5726544,-122.4140185,3/30/16,14:31:00,obsr333448,S28661891,60,0.161,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,3/15/16,16:50:00,obsr446361,S28253023,60,,2,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,3/16/16,8:00:00,obsr187607,S28262610,235,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,3/25/16,11:43:00,obsr206390,S28537931,97,2.414,4,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,3/25/16,9:45:00,obsr202750,S28541666,90,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L4444058,P,47.527382,-122.393544,3/31/16,7:49:00,obsr319794,S28674080,60,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L4444058,P,47.527382,-122.393544,4/1/16,8:03:00,obsr319794,S28684031,60,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/15/16,7:55:00,obsr642323,S28961294,60,,1,1,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/15/16,7:40:00,obsr745428,S28962441,,,2,0,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/2/16,10:08:00,obsr294648,S28697748,65,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/15/16,14:00:00,obsr642323,S28973450,90,,2,1,
Harlequin Duck,Histrionicus histrionicus,,20,United States,US,Washington,US-WA,King,US-WA-033,L4577352,P,47.563237,-122.409756,4/17/16,11:30:00,obsr409383,S29505310,,,2,0,
Harlequin Duck,Histrionicus histrionicus,,6,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/2/16,8:15:00,obsr533236,S28705672,180,4.828,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L331426,H,47.3733968,-122.3236098,4/16/16,11:57:00,obsr201374,S28987472,90,0.805,1,0,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/16/16,6:05:00,obsr202620,S28984357,260,8.047,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr107483,S29318265,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr114791,S29320499,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/16/16,7:45:00,obsr642323,S28983501,180,8.047,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/16/16,6:15:00,obsr114791,S28988316,295,12.874,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr124466,S29322608,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L4316665,P,47.4658333,-122.4336111,4/10/16,17:30:00,obsr723801,S28869731,,,1,0,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L3743327,P,47.7056146,-121.3097477,4/8/16,,obsr47067,S28883860,,,3,0,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L207315,H,47.5841938,-122.4005256,4/22/16,13:03:00,obsr202775,S29130170,120,6.437,2,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr321312,S29348739,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L298030,H,47.7126411,-122.377647,4/12/16,7:45:00,obsr187607,S30143672,180,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L1799504,H,47.7739592,-122.3925439,4/5/16,9:52:00,obsr97255,S28760917,45,,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/4/16,7:00:00,obsr202750,S28751661,210,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,4,United States,US,Washington,US-WA,King,US-WA-033,L809071,H,47.3885078,-122.3736084,4/3/16,12:30:00,obsr538363,S28781729,60,3.219,2,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/11/16,6:50:00,obsr202750,S28888248,260,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr211837,S29351810,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/30/16,5:30:00,obsr195629,S29362226,400,13.679,6,1,G1725786
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L3743327,P,47.7056146,-121.3097477,4/29/16,,obsr47067,S29357688,,,3,0,
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/6/16,7:00:00,obsr202750,S28781730,240,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,9,United States,US,Washington,US-WA,King,US-WA-033,L1284994,H,47.563362,-122.4064708,4/13/16,17:30:00,obsr678300,S28931596,15,,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/1/16,7:05:00,obsr202750,S28686353,225,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4308034,P,47.566363,-122.4087024,4/6/16,7:50:00,obsr553520,S28808057,30,2.414,2,1,G1682588
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,4/8/16,9:28:00,obsr4381,S28818376,329,11.265,2,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4308034,P,47.566363,-122.4087024,4/6/16,7:50:00,obsr50136,S28805957,30,2.414,2,1,G1682588
Harlequin Duck,Histrionicus histrionicus,,5,United States,US,Washington,US-WA,King,US-WA-033,L467222,H,47.7635752,-122.3851633,4/8/16,7:00:00,obsr202750,S28819323,240,1.609,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4509285,P,47.466617,-121.758867,5/19/16,13:38:00,obsr223235,S29781411,92,2.414,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L571490,H,47.6618703,-122.4355298,5/21/16,5:15:00,obsr114791,S29809833,40,0.805,1,1,
Harlequin Duck,Histrionicus histrionicus,,3,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,5/31/16,5:29:00,obsr202620,S30011284,260,8.851,1,1,
Harlequin Duck,Histrionicus histrionicus,,2,United States,US,Washington,US-WA,King,US-WA-033,L4444058,P,47.527382,-122.393544,5/5/16,7:18:00,obsr319794,S29498578,60,3.219,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,5/29/16,6:50:00,obsr107483,S29974537,315,15.126,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L128530,H,47.663868,-122.4215317,6/26/16,5:25:00,obsr107483,S30401460,288,11.909,1,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L4477798,P,47.1605841,-121.9071507,6/28/16,14:40:00,obsr532368,S30437766,240,7.242,3,1,
Harlequin Duck,Histrionicus histrionicus,,1,United States,US,Washington,US-WA,King,US-WA-033,L4674342,P,47.4786463,-121.7223258,6/4/16,17:30:00,obsr477191,S30087958,30,,5,1,
Harlequin Duck,Histrionicus histrionicus,,X,United States,US,Washington,US-WA,King,US-WA-033,L3743327,P,47.7056146,-121.3097477,7/9/16,,obsr47067,S30646206,,,3,0,
